store_id,latitude,longitude,fulfilment_dc,fulfilment_dc_standard,weekly_order_value,weekly_order_cbm,monday,monday_cbm,tuesday,tuesday_cbm,wednesday,wednesday_cbm,thursday,thursday_cbm,friday,friday_cbm,has_orders,weekly_verified,has_any_constraint,has_day_constraint,excluded_days_str,exclude_holidays,has_time_constraint,time_constraint,has_fleet_constraint,max_tonnage,delivery_remark,specific_constraint,has_coordinates,has_fulfilment_dc,data_complete
ZL20,6.179444,116.233472,DC KLANG,DC_KLANG,39289.611171416655,21.353049549682964,11001.091127996664,5.978853873911231,0.0,0.0,12572.67557485333,6.83297585589855,3143.1688937133326,1.7082439639746374,4714.753340569999,2.562365945961956,True,False,False,False,,False,False,,False,,,,True,True,True
ZL21,5.977058,116.112543,DC KLANG,DC_KLANG,42410.094693127765,23.048964507134656,8482.018938625553,4.609792901426931,5089.211363175332,2.7658757408561585,11874.826514075774,6.453710061997703,0.0,0.0,8482.018938625553,4.609792901426931,True,False,False,False,,False,False,,False,,,,True,True,True
ZL22,4.360806,118.099972,DC KLANG,DC_KLANG,49340.92724065554,26.815721326443228,13815.459627383549,7.508401971404102,0.0,0.0,15789.096717009776,8.581030824461834,3947.274179252444,2.1452577061154585,5920.9112688786645,3.2178865591731878,True,False,False,False,,False,False,,False,,,,True,True,True
ZL23,6.104295,116.206706,DC KLANG,DC_KLANG,41245.22137139444,22.41588118010567,8249.044274278887,4.483176236021135,4949.426564567333,2.689905741612681,11548.661983990442,6.276446730429588,0.0,0.0,8249.044274278887,4.483176236021135,True,False,False,False,,False,False,,False,,,,True,True,True
ZL24,5.937056,116.082472,DC KLANG,DC_KLANG,57811.57094187221,31.4193320336262,0.0,0.0,20812.165539074,11.310959532105434,4624.9256753497775,2.513546562690097,13874.77702604933,7.540639688070288,6937.388513024665,3.770319844035144,True,False,False,False,,False,False,,False,,,,True,True,True
ZL25,4.479475,118.609007,DC KLANG,DC_KLANG,59905.01675896111,32.55707432552234,16773.40469250911,9.115980811146256,0.0,0.0,19169.605362867555,10.418263784167149,4792.401340716889,2.604565946041787,7188.6020110753325,3.9068489190626807,True,False,False,False,,False,False,,False,,,,True,True,True
ZL26,5.275889,115.249972,DC KLANG,DC_KLANG,106054.05812516666,57.63807506802536,0.0,0.0,38179.46092506,20.74970702448913,8484.324650013334,4.611046005442029,25452.97395004,13.833138016326089,12726.48697502,6.916569008163044,True,False,False,False,,False,False,,False,,,,True,True,True
ZL27,5.701693,115.934157,DC KLANG,DC_KLANG,49436.56999493333,26.867701084202896,13842.239598581333,7.522956303576811,0.0,0.0,15819.702398378668,8.597664346944928,3954.925599594667,2.149416086736232,5932.388399391999,3.224124130104347,True,False,False,False,,False,False,,False,,,,True,True,True
ZL28,6.908762,116.847158,DC KLANG,DC_KLANG,40520.75819963889,22.02215119545592,11345.81229589889,6.166202334727657,0.0,0.0,12966.642623884449,7.047088382545895,3241.660655971112,1.7617720956364735,4862.490983956667,2.6426581434547103,True,False,False,False,,False,False,,False,,,,True,True,True
ZL29,5.991444,116.117861,DC KLANG,DC_KLANG,54508.35165482778,29.624104160232488,0.0,0.0,19623.006595738,10.664677497683694,4360.668132386223,2.3699283328186,13082.004397158666,7.109784998455797,6541.002198579333,3.5548924992278983,True,False,False,False,,False,False,,False,,,,True,True,True
ZL30,5.023349,118.332583,DC KLANG,DC_KLANG,92433.46419731664,50.23557836810687,25881.369975248657,14.065961943069922,0.0,0.0,29578.70854314133,16.075385077794202,7394.677135785332,4.018846269448551,11092.015703677998,6.028269404172825,True,False,False,False,,False,False,,False,,,,True,True,True
ZL31,5.89316,118.051363,DC KLANG,DC_KLANG,81170.00568343332,44.11413352360507,16234.001136686666,8.822826704721013,9740.400682012,5.293696022832608,22727.60159136133,12.35195738660942,0.0,0.0,16234.001136686666,8.822826704721013,True,False,True,True,"Saturday,Sunday",True,False,,False,,Weekend delivery requires 1 day's notice,,True,True,True
ZL32,4.25425,117.896611,DC KLANG,DC_KLANG,45520.44368993332,24.739371570615937,12745.72423318133,6.927024039772462,0.0,0.0,14566.541980778666,7.916598902597101,3641.6354951946655,1.9791497256492752,5462.453242791999,2.968724588473912,True,False,False,False,,False,False,,False,,,,True,True,True
ZL33,6.358611,116.428833,DC KLANG,DC_KLANG,103376.09299694444,56.18265923746981,28945.306039144445,15.731144586491546,0.0,0.0,33080.349759022225,17.97845095599034,8270.087439755556,4.494612738997585,12405.131159633333,6.7419191084963765,True,False,False,False,,False,False,,False,,,,True,True,True
ZL34,5.119117,115.94379,DC KLANG,DC_KLANG,68976.1731497222,37.48705062484903,13795.234629944442,7.497410124969805,8277.140777966664,4.498446074981882,19313.328481922217,10.496374174957726,0.0,0.0,13795.234629944442,7.497410124969805,True,False,True,False,,False,False,,True,5.0,Maximum 5 tons lorry allowed,,True,True,True
ZL35,5.911543,116.091101,DC KLANG,DC_KLANG,93954.1144087,51.06201870038044,26307.152034436,14.297365236106522,0.0,0.0,30065.316610784004,16.33984598412174,7516.329152696001,4.084961496030435,11274.493729044,6.127442244045652,True,False,False,False,,False,False,,False,,,,True,True,True
ZL36,5.07425,115.548667,DC KLANG,DC_KLANG,55981.01773203332,30.42446615871376,0.0,0.0,20153.166383532,10.952807817136954,4478.4814185626665,2.433957292697101,13435.444255687997,7.301871878091301,6717.722127843997,3.6509359390456506,True,False,False,False,,False,False,,False,,,,True,True,True
ZL37,6.18975,116.226944,DC KLANG,DC_KLANG,46838.85008529999,25.455896785489127,13114.878023883995,7.127651099936955,0.0,0.0,14988.432027295998,8.14588697135652,3747.108006824,2.03647174283913,5620.662010235999,3.054707614258695,True,False,False,False,,False,False,,False,,,,True,True,True
ZL38,5.882281,118.029684,DC KLANG,DC_KLANG,48341.79377047221,26.27271400569142,13535.70225573222,7.356359921593597,0.0,0.0,15469.374006551108,8.407268481821255,3867.343501637777,2.1018171204553138,5801.015252456666,3.1527256806829707,True,False,False,False,,False,False,,False,,,,True,True,True
ZL39,5.670311,116.365435,DC KLANG,DC_KLANG,74688.8624365722,40.59177306335446,20912.88148224022,11.36569645773925,0.0,0.0,23900.435979703107,12.989367380273428,5975.108994925777,3.2473418450683567,8962.663492388665,4.871012767602536,True,False,False,False,,False,False,,False,,,,True,True,True
ZL40,5.598354,117.820225,DC KLANG,DC_KLANG,54855.31207166111,29.812669604163645,0.0,0.0,19747.912345798,10.732561057498916,4388.424965732889,2.385013568333092,13165.274897198666,7.155040704999275,6582.637448599333,3.5775203524996373,True,False,False,False,,False,False,,False,,,,True,True,True
ZL41,6.141403,116.272473,DC KLANG,DC_KLANG,41556.57998562777,22.585097818275965,11635.842395975777,6.32382738911727,0.0,0.0,13298.10559540089,7.22723130184831,3324.5263988502224,1.8068078254620772,4986.7895982753325,2.710211738193116,True,False,False,False,,False,False,,False,,,,True,True,True
