store_id,latitude,longitude,fulfilment_dc,fulfilment_dc_standard
Q017,4.335444,101.154222,HQ,HQ
Q018,4.581444,101.059806,HQ,HQ
Q019,4.6163456,101.056436,HQ,HQ
Q020,4.581778,101.059833,HQ,HQ
Q021,4.4985,101.020556,HQ,HQ
Q024,4.640839,101.064232,HQ,HQ
Q025,3.698667,101.513,HQ,HQ
Q026,4.602722,101.0945,HQ,HQ
Q027,4.196265,101.262417,HQ,HQ
Q028,4.574996,101.042807,HQ,HQ
Q031,4.548889,101.09175,HQ,HQ
Q032,4.027889,101.014556,HQ,HQ
Q033,4.587356,101.136507,HQ,HQ
Q034,4.633194,101.126889,HQ,HQ
Q035,3.843444,101.394306,HQ,HQ
Q036,3.897898,100.938915,HQ,HQ
Q037,4.113333,101.28725,HQ,HQ
Q038,4.075157,101.15001,HQ,HQ
Q039,4.467865,101.042852,HQ,HQ
Q040,4.326509,101.055948,HQ,HQ
Q041,4.0092,101.304667,HQ,HQ
Q042,4.324266,101.152354,HQ,HQ
Q043,4.020681,101.046042,HQ,HQ
Q044,4.352013,101.116959,HQ,HQ
Q045,4.571394,101.113822,HQ,HQ
Q046,4.017189,101.026961,HQ,HQ
Q047,4.609714,101.05962,HQ,HQ
Q048,4.670414,101.074354,HQ,HQ
Q051,4.688176,101.120095,HQ,HQ
Q054,4.622372,101.150797,HQ,HQ
Q055,4.316054,101.148621,HQ,HQ
Q056,5.0146,100.53026,HQ,HQ
Q057,3.999121,101.010546,HQ,HQ
Q058,4.467198,101.16296,HQ,HQ
Q060,3.724449,101.472333,HQ,HQ
Q061,4.182783,100.943396,HQ,HQ
Q063,4.6633468,101.160475,HQ,HQ
Q065,4.613519892,101.1182158,HQ,HQ
Q067,4.273797,101.148591,HQ,HQ
Q068,4.580302,101.082384,HQ,HQ
Q069,4.65048,101.10488,HQ,HQ
Q070,4.419839,100.989453,HQ,HQ
Q073,3.680831,101.519789,HQ,HQ
Q074,3.7470073,101.4566498,HQ,HQ
Q075,4.5280832,101.1276551,HQ,HQ
Q079,4.67397,101.16239,HQ,HQ
Q080,4.71767,101.12068,HQ,HQ
Q081,4.5415327,101.0460976,HQ,HQ
Q082,4.523267,101.102256,HQ,HQ
Q084,3.890029,100.854632,HQ,HQ
Q085,4.7159,101.11018,HQ,HQ
Q086,4.377548,100.979813,HQ,HQ
Q091,4.451327,101.154206,HQ,HQ
Q092,4.63287,101.12683,HQ,HQ
Q093,4.5644967,101.0813017,HQ,HQ
Q094,4.216413,101.276746,HQ,HQ
Q096,4.586771,101.045626,HQ,HQ
Q097,4.707155,101.146488,HQ,HQ
Q098,4.188579,101.141512,HQ,HQ
Q100,4.555807,101.079651,HQ,HQ
Q104,4.363307,100.94965,HQ,HQ
Q105,4.593923,101.125672,HQ,HQ
Q108,3.885104,100.935167,HQ,HQ
Q109,4.573571,101.043166,HQ,HQ
Q110,4.488255,101.008735,HQ,HQ
Q113,4.748528,101.117787,HQ,HQ
Q114,3.942569,100.779921,HQ,HQ
Q115,4.542922,101.109673,HQ,HQ
Q116,4.68606,101.085493,HQ,HQ
Q121,3.725535,101.520337,HQ,HQ
T001,3.30216018407254,101.598045816795,HQ,HQ
T002,2.71169581596871,101.915619175001,HQ,HQ
T004,3.21133372034271,101.748818026443,HQ,HQ
T005,1.4823059,103.6630288,HQ,HQ
T006,1.5528504,103.7981273,HQ,HQ
T007,3.0283323,101.7180797,HQ,HQ
T008,3.07641488763159,101.548555577563,HQ,HQ
T009,3.12597138272182,101.728373063414,HQ,HQ
T010,2.82301656271655,101.695846319343,HQ,HQ
T012,3.04571623476818,101.61834891316,HQ,HQ
T013,1.6477002,103.6268114,HQ,HQ
T017,4.6169928,101.1188159,HQ,HQ
T018,4.596699,101.0898031,HQ,HQ
T019,3.15780265270417,101.751001999767,HQ,HQ
T020,2.93357395081384,101.765403659102,HQ,HQ
T021,2.99157114370978,101.793600195046,HQ,HQ
T022,1.5267232,110.3692682,HQ,HQ
T023,3.31604890774133,101.535890746388,HQ,HQ
T025,4.6777838,101.1223646,HQ,HQ
T026,2.71984126946094,101.922947642629,HQ,HQ
T027,2.99518504981977,101.674730009397,HQ,HQ
T028,4.5451431,101.0707266,HQ,HQ
T030,3.17715425281175,101.750800569449,HQ,HQ
TB01,3.06235502468104,101.482250632124,HQ,HQ
TB02,2.97083478443986,101.713974803837,HQ,HQ
TB03,2.92440063156929,101.856646228003,HQ,HQ
TB04,3.00078,101.53352,HQ,HQ
TB05,3.06203531655818,101.47257000438,HQ,HQ
TJ04,1.5634868,103.7353367,HQ,HQ
TJ05,1.5428429,103.6293991,HQ,HQ
TJ08,1.640701,103.617477,HQ,HQ
TJ09,1.4816787,103.6559745,HQ,HQ
TJ10,2.01970033037282,103.290318999861,HQ,HQ
TM01,2.2340792,102.2826496,HQ,HQ
TN01,2.56057281237925,101.810572951294,HQ,HQ
TN02,2.82502835453799,101.777617256169,HQ,HQ
TN03,2.68436801858218,101.971003574433,HQ,HQ
TQ01,1.52794,110.3373,HQ,HQ
TW01,3.2021505242806,101.734243599859,HQ,HQ
TW02,3.13490572657432,101.722749365116,HQ,HQ
TW03,3.20458565137186,101.720553633308,HQ,HQ
ZH01,2.9038863066406,101.763834878578,HQ,HQ
ZH02,2.383565,102.216346,HQ,HQ
ZH03,3.05198041556546,101.462964474555,HQ,HQ
ZH04,3.14053272673272,101.779280093668,HQ,HQ
ZH05,2.994525,101.620576,HQ,HQ
ZH06,2.97600643152266,101.779444352558,HQ,HQ
ZH07,3.07089132696727,101.691842044791,HQ,HQ
ZH08,3.04000772605899,101.792569520207,HQ,HQ
ZH09,3.56405468325245,101.658123671153,HQ,HQ
ZH10,2.47628123044663,102.221473942761,HQ,HQ
ZH11,3.23853039312598,101.446604633236,HQ,HQ
ZH12,3.04239634636828,101.773115378677,HQ,HQ
ZH13,2.2142736,102.2465752,HQ,HQ
ZH14,2.70224934843525,101.979310037893,HQ,HQ
ZH15,2.6800949747845,101.942799451983,HQ,HQ
ZH16,3.15919219345939,101.592108164082,HQ,HQ
ZH17,2.203211,102.308808,HQ,HQ
ZH18,2.99177345310146,102.073495376444,HQ,HQ
ZH20,2.166926,102.432703,HQ,HQ
ZH21,3.11051063426118,101.457761677199,HQ,HQ
ZH22,2.352284,102.10979,HQ,HQ
ZH23,2.81092681731033,102.400896095718,HQ,HQ
ZH24,2.3066628,102.2512921,HQ,HQ
ZH25,2.455985,102.0703625,HQ,HQ
ZH26,2.286352,102.181376,HQ,HQ
ZH27,3.14882796683516,101.594855736661,HQ,HQ
ZH28,2.94128715994593,102.263990372679,HQ,HQ
ZH29,3.09666701584146,102.219523803138,HQ,HQ
ZH30,2.443042,102.183165,HQ,HQ
ZH32,2.29026,102.14078,HQ,HQ
ZH33,3.1440349417322,101.741731518426,HQ,HQ
ZH34,3.2599871623321,101.305761903467,HQ,HQ
ZH35,2.2797462,102.2180725,HQ,HQ
ZH36,2.48510877267925,102.010852903693,HQ,HQ
ZH37,3.20943551300711,101.570789449708,HQ,HQ
ZH38,2.366104,102.051113,HQ,HQ
ZH39,2.27476,102.24841,HQ,HQ
ZH40,3.49546688561805,101.627740207238,HQ,HQ
ZH41,2.179803,102.290756,HQ,HQ
ZH42,2.223623,102.189109,HQ,HQ
ZH43,3.3177212822735,101.536422590452,HQ,HQ
ZH44,2.7476761069549,101.971524895754,HQ,HQ
ZH45,3.31747416409534,101.53702121706,HQ,HQ
ZH46,3.15012891528308,101.544132510122,HQ,HQ
ZH47,2.2319034,102.2818245,HQ,HQ
ZH48,2.69095467120132,101.851261186929,HQ,HQ
ZH49,2.78963196444917,102.293052396425,HQ,HQ
ZH50,2.74703167607763,101.766131476739,HQ,HQ
ZH51,2.73744732757548,102.23173008817,HQ,HQ
ZH52,2.83847343460032,101.726258870957,HQ,HQ
ZH53,3.02246084632358,101.675059999546,HQ,HQ
ZH54,2.82673260344574,101.729830278921,HQ,HQ
ZH55,2.65850389770701,101.556891040357,HQ,HQ
ZH56,4.558140278,101.414856,HQ,HQ
ZH57,2.59719095949207,101.85706174664,HQ,HQ
ZH58,2.240712,102.3024955,HQ,HQ
ZH59,2.92036298626073,101.684112747616,HQ,HQ
ZH60,2.96463897845934,101.72016410898,HQ,HQ
ZH61,2.97949977012866,101.607971813851,HQ,HQ
ZH62,3.16388136191582,101.514011774666,HQ,HQ
ZH63,3.09416433739349,101.60982442909,HQ,HQ
ZH64,3.14448768756515,101.480934911045,HQ,HQ
ZH65,2.339359,102.208864,HQ,HQ
ZH66,3.16619670316145,101.605727765172,HQ,HQ
ZH68,2.86503602412808,101.86835292648,HQ,HQ
ZH69,2.56798792377247,101.829491100083,HQ,HQ
ZH70,4.4918059,101.3876132,HQ,HQ
ZH72,2.87025453939456,101.671235815511,HQ,HQ
ZH73,2.374240637,102.2330856,HQ,HQ
ZH75,2.98452446537711,101.565545965535,HQ,HQ
ZH76,2.80093193491269,101.762979077449,HQ,HQ
ZH77,3.0478703861065,101.585360005991,HQ,HQ
ZH78,3.21003600278351,101.720190261476,HQ,HQ
ZH81,2.59116924441874,102.099670381362,HQ,HQ
ZH82,2.356567,102.512983,HQ,HQ
ZH85,3.10667810859028,101.441858646176,HQ,HQ
ZH91,3.02063442415162,101.579257657012,HQ,HQ
ZI05,2.97482578106194,101.582570814427,HQ,HQ
ZI09,3.15521161487263,101.553678012551,HQ,HQ
ZI10,3.00882059043036,101.434207878687,HQ,HQ
ZI12,3.11179970997216,101.578685310058,HQ,HQ
ZI13,2.72023196550223,101.923303088095,HQ,HQ
ZI14,3.05827667622833,101.59317559112,HQ,HQ
ZI15,3.13272812780894,101.752536638112,HQ,HQ
ZI18,2.58664788097208,102.574416515482,HQ,HQ
ZI19,3.42171067758596,101.626514167401,HQ,HQ
ZI20,4.469444,101.375528,HQ,HQ
ZI23,3.07197190608987,101.539291524476,HQ,HQ
ZI24,3.28327670252906,101.473465936996,HQ,HQ
ZI25,3.20209003639268,101.484493658821,HQ,HQ
ZI29,2.81285163541072,101.499292493809,HQ,HQ
ZI30,3.06500375040961,101.608642280977,HQ,HQ
ZI31,2.9395391767222,101.709765782403,HQ,HQ
ZI32,2.69541804443924,101.905106758895,HQ,HQ
ZI33,2.81713038617708,101.906467565134,HQ,HQ
ZI35,2.94629014138487,101.722547466748,HQ,HQ
ZI36,3.00277976113312,101.399689159606,HQ,HQ
ZI39,3.09503594747457,101.674437562684,HQ,HQ
ZI40,3.02983196006435,101.537159148881,HQ,HQ
ZI41,2.7395739241113,101.959924328151,HQ,HQ
ZI42,2.269944,102.291889,HQ,HQ
ZI43,3.08350178314738,101.409936465209,HQ,HQ
ZI44,2.245616,102.27282,HQ,HQ
ZI45,3.10501886364077,101.596375124121,HQ,HQ
ZI46,3.1310241148128,101.627364590344,HQ,HQ
ZI47,3.08802538250448,101.547287678702,HQ,HQ
ZI48,3.15653719777317,101.597113043776,HQ,HQ
ZI50,3.19846948681214,101.742054572363,HQ,HQ
ZI51,2.52971484817093,102.400445027753,HQ,HQ
ZI52,2.81468025390941,102.414711271047,HQ,HQ
ZI53,2.8151408672833,101.790444349866,HQ,HQ
ZI54,3.07190858479075,101.607276946165,HQ,HQ
ZI55,3.08525195877303,101.52523688475,HQ,HQ
ZI56,3.02466,101.48257,HQ,HQ
ZI57,4.508139,101.408,HQ,HQ
ZI58,2.99961136064026,101.52849233098,HQ,HQ
ZI59,2.287,102.133667,HQ,HQ
ZI60,2.280306,102.391361,HQ,HQ
ZI62,2.99684542361219,101.678437649866,HQ,HQ
ZI63,2.5803789999423,102.608641768829,HQ,HQ
ZI66,3.20458455440167,101.720568709739,HQ,HQ
ZI68,3.08297823578097,101.702541251422,HQ,HQ
ZI69,3.20924982279286,101.564129858187,HQ,HQ
ZI71,2.89214428573693,102.408672999369,HQ,HQ
ZI72,3.06237294949082,101.647002871445,HQ,HQ
ZI73,3.15131014818524,101.614915607538,HQ,HQ
ZI74,3.0626294266432,101.482334634523,HQ,HQ
ZI75,2.9916791006853,101.61483096421,HQ,HQ
ZI79,3.01463974909799,101.457098705441,HQ,HQ
ZI83,2.260657,102.233736,HQ,HQ
ZI84,2.98938572108033,101.572928925555,HQ,HQ
ZI85,2.74277306657005,102.247815096189,HQ,HQ
ZI86,2.72392530356686,101.937212982146,HQ,HQ
ZI87,2.70361205581874,101.921808696091,HQ,HQ
ZI88,3.00626408065942,101.441217311474,HQ,HQ
ZI89,2.281138,102.216111,HQ,HQ
ZI93,3.2336315772623,101.427850065442,HQ,HQ
ZI94,2.47495308323771,101.856337976987,HQ,HQ
ZI95,2.91974047159909,101.636458724622,HQ,HQ
ZI96,3.22141585318478,101.671005147783,HQ,HQ
ZI98,2.770683532204,101.761818533971,HQ,HQ
ZI99,2.64658780115923,101.720857150447,HQ,HQ
ZJ01,2.99413977990341,101.674650157308,HQ,HQ
ZJ02,3.13741467140737,101.713794235198,HQ,HQ
ZJ03,3.0635207969052,101.694422611946,HQ,HQ
ZJ05,3.17813589593321,101.750987307489,HQ,HQ
ZJ06,3.13653890638109,101.747837708291,HQ,HQ
ZJ07,3.05494129827003,101.787152639043,HQ,HQ
ZJ08,3.23716170206189,101.64415107495,HQ,HQ
ZJ09,3.10683033836476,101.444840260823,HQ,HQ
ZJ10,2.71208510070939,101.915032549582,HQ,HQ
ZJ11,2.189963,102.25278,HQ,HQ
ZJ12,2.234139,102.283,HQ,HQ
ZJ13,3.12870086637613,101.753935635291,HQ,HQ
ZJ16,3.06022593282938,101.593351235647,HQ,HQ
ZJ17,2.5242799009418,101.801774844669,HQ,HQ
ZJ19,3.18899660077859,101.680899158944,HQ,HQ
ZJ20,3.15977348031729,101.61372203391,HQ,HQ
ZJ22,3.1119719114097,101.552511672794,HQ,HQ
ZJ23,3.40251200525262,101.560376809975,HQ,HQ
ZJ28,2.81070123294021,102.395539521091,HQ,HQ
ZJ29,3.0735127151551,101.517032906136,HQ,HQ
ZJ33,3.06062980794652,101.472366557551,HQ,HQ
ZJ34,3.06349301601658,101.45349166642,HQ,HQ
ZJ35,2.72028038024474,101.941039234876,HQ,HQ
ZJ36,2.98256299639106,101.61761915175,HQ,HQ
ZJ38,2.68437730208126,101.970935851378,HQ,HQ
ZJ39,3.20699891694832,101.752173625079,HQ,HQ
ZJ3B,3.19656442671586,101.743390875883,HQ,HQ
ZJ41,2.233528,102.250028,HQ,HQ
ZJ42,3.11968463649143,101.579428270772,HQ,HQ
ZJ43,2.189083,102.249944,HQ,HQ
ZJ44,3.04833052345589,101.759176387606,HQ,HQ
ZJ47,3.08289745130805,101.587675091961,HQ,HQ
ZJ48,2.710918,102.001683,HQ,HQ
ZJ51,2.202811,102.249937,HQ,HQ
ZJ52,3.0189987430837,101.53781534538,HQ,HQ
ZJ55,3.06785009117461,101.766894443013,HQ,HQ
ZJ56,2.98368642449518,101.663616022133,HQ,HQ
ZJ58,3.05016833166724,101.646362187878,HQ,HQ
ZJ59,3.30216358225786,101.598233621198,HQ,HQ
ZJ60,2.7377145319124,102.21778901667,HQ,HQ
ZJ63,2.87367961384731,101.502326563614,HQ,HQ
ZJ65,3.02680593684065,101.581072052254,HQ,HQ
ZJ67,3.32081160798663,101.576759340446,HQ,HQ
ZJ68,2.56054637089929,101.810511238164,HQ,HQ
ZJ69,3.03486788899925,101.615935334983,HQ,HQ
ZJ71,2.311389,102.427861,HQ,HQ
ZJ73,2.92204683780809,101.651667745665,HQ,HQ
ZJ74,3.08250205312187,101.587428600909,HQ,HQ
ZJ78,3.09878195872412,101.735010980165,HQ,HQ
ZJ79,2.88160144115982,101.790748375001,HQ,HQ
ZJ80,2.72322981727313,101.955288940821,HQ,HQ
ZJ81,2.251528,102.157333,HQ,HQ
ZJ86,3.04548076495649,101.618469074795,HQ,HQ
ZJ87,2.218305,102.24715,HQ,HQ
ZJ89,2.466069,102.230821,HQ,HQ
ZJ90,2.93743696852281,102.070705813197,HQ,HQ
ZJ92,2.82281356680618,101.694847599941,HQ,HQ
ZJ94,3.20970174185208,101.748279838421,HQ,HQ
ZJ95,2.99105785339266,101.450862351029,HQ,HQ
ZJ97,3.05436033750734,101.49156016656,HQ,HQ
ZK01,1.647972,103.626684,HQ,HQ
ZK02,1.857472,102.934833,HQ,HQ
ZK03,1.482333,103.662972,HQ,HQ
ZK06,2.509194,102.812556,HQ,HQ
ZK07,2.036067,103.320596,HQ,HQ
ZK08,1.734306,103.904722,HQ,HQ
ZK09,1.547639,103.793639,HQ,HQ
ZK11,1.49249,103.76834,HQ,HQ
ZK12,1.521833,103.815639,HQ,HQ
ZK14,2.036844,103.333812,HQ,HQ
ZK15,1.663544,103.597129,HQ,HQ
ZK16,1.588889,103.803306,HQ,HQ
ZK17,1.459944,103.763083,HQ,HQ
ZK18,1.466583,103.901611,HQ,HQ
ZK19,1.667746,103.575843,HQ,HQ
ZK20,1.639724,103.617541,HQ,HQ
ZK21,1.494706,103.871833,HQ,HQ
ZK22,1.483381,103.665438,HQ,HQ
ZK23,1.48375,103.774278,HQ,HQ
ZK24,1.513361,103.633944,HQ,HQ
ZK25,1.546528,103.621611,HQ,HQ
ZK26,2.512722,102.821889,HQ,HQ
ZK27,1.493222,103.928083,HQ,HQ
ZK28,1.499361,103.700333,HQ,HQ
ZK30,1.496694,103.680972,HQ,HQ
ZK31,2.049003,102.583494,HQ,HQ
ZK32,1.633557,103.63248,HQ,HQ
ZK33,2.010611,103.065111,HQ,HQ
ZK35,1.574182,104.206448,HQ,HQ
ZK36,1.508833,103.68725,HQ,HQ
ZK37,1.48153,103.89073,HQ,HQ
ZK38,1.804389,103.327111,HQ,HQ
ZK39,2.27207,102.542172,HQ,HQ
ZK40,1.849972,103.076972,HQ,HQ
ZK41,1.748963,103.053207,HQ,HQ
ZK42,2.215778,102.659583,HQ,HQ
ZK43,1.851761,102.9254849,HQ,HQ
ZK44,1.391228,103.639236,HQ,HQ
ZK45,2.0407571,102.6559376,HQ,HQ
ZK46,2.063106,102.55652,HQ,HQ
ZK47,1.919722,103.183278,HQ,HQ
ZK48,2.040222,103.319778,HQ,HQ
ZK49,1.478833,103.582889,HQ,HQ
ZK50,1.518056,103.671417,HQ,HQ
ZK51,2.09983,102.640287,HQ,HQ
ZK52,1.514222,103.703028,HQ,HQ
ZK53,1.480056,103.765222,HQ,HQ
ZK54,1.504083,103.760833,HQ,HQ
ZK55,1.485806,103.762333,HQ,HQ
ZK57,1.485389,103.935722,HQ,HQ
ZK58,1.503154,103.516738,HQ,HQ
ZK59,2.433583,102.682222,HQ,HQ
ZK60,2.0366252,103.3338025,HQ,HQ
ZK61,2.547417,102.794194,HQ,HQ
ZK62,1.514139,103.655667,HQ,HQ
ZK65,1.64925,103.260167,HQ,HQ
ZK66,2.387797,103.019474,HQ,HQ
ZK67,2.044233,102.566464,HQ,HQ
ZK68,1.515363,103.68617,HQ,HQ
ZK69,1.45904653636849,103.769707571932,HQ,HQ
ZK70,1.734649,103.904737,HQ,HQ
ZK71,1.548642,103.717239,HQ,HQ
ZK72,1.52852,103.814704,HQ,HQ
ZK73,1.679662,103.148447,HQ,HQ
ZK74,1.553098,103.797808,HQ,HQ
ZK75,1.485282,103.389642,HQ,HQ
ZK76,1.597701,103.815084,HQ,HQ
ZK77,1.864563,103.113276,HQ,HQ
ZK78,1.978838,102.879941,HQ,HQ
ZK79,1.464406,103.728861,HQ,HQ
ZK80,1.957218,102.644959,HQ,HQ
ZK81,1.396997,103.628141,HQ,HQ
ZK82,2.23208,103.039991,HQ,HQ
ZK83,1.515376,103.635424,HQ,HQ
ZK84,1.516049,103.743177,HQ,HQ
ZK85,1.497534,103.640279,HQ,HQ
ZK86,1.568886,103.803956,HQ,HQ
ZK87,2.145228,102.562528,HQ,HQ
ZK88,1.808326,103.482887,HQ,HQ
ZK89,2.003797,103.317062,HQ,HQ
ZK90,2.148779,102.771831,HQ,HQ
ZK91,1.864267,102.962273,HQ,HQ
ZK92,1.49702,103.87016,HQ,HQ
ZK93,1.563666,103.7344208,HQ,HQ
ZK94,1.5427597,103.6294527,HQ,HQ
ZK95,1.4958992,103.7064492,HQ,HQ
ZK96,1.473769,103.9309232,HQ,HQ
ZK97,1.479848,103.399059,HQ,HQ
ZK98,1.5352488,103.7967772,HQ,HQ
ZK99,1.865535,102.949359,HQ,HQ
ZKA1,1.847884,102.933372,HQ,HQ
ZKA2,1.603003,103.644081,HQ,HQ
ZKA3,1.5664447,103.6110767,HQ,HQ
ZKA4,2.56597,102.71915,HQ,HQ
ZKA5,1.4817163,103.6568747,HQ,HQ
ZKA6,1.6749518,103.5322804,HQ,HQ
ZKA7,1.73602855,103.4349976,HQ,HQ
ZKA8,1.45874,103.58453,HQ,HQ
ZKA9,1.5706581,103.7999197,HQ,HQ
ZKB0,1.896703,102.76289,HQ,HQ
ZKB1,1.4953628,103.6559324,HQ,HQ
ZKB2,1.5615905,103.808599,HQ,HQ
ZKB3,1.5364944,103.7852179,HQ,HQ
ZKB4,2.4979745,102.8527715,HQ,HQ
ZKB5,1.478062042,103.3880848,HQ,HQ
ZKB6,1.4952042,103.7411762,HQ,HQ
ZKB7,1.5614515,103.7755151,HQ,HQ
ZKB8,2.0694297,102.5817306,HQ,HQ
ZKB9,1.5380572,103.7464925,HQ,HQ
ZKC0,2.481641,102.852523,HQ,HQ
ZKC1,2.003735,103.35524,HQ,HQ
ZKC3,2.003586,103.290964,HQ,HQ
ZKC4,2.503619,102.825317,HQ,HQ
ZKC5,1.48324,103.95347,HQ,HQ
ZKC7,1.465301,103.764942,HQ,HQ
ZKC8,1.49604,103.81388,HQ,HQ
ZKC9,1.509038,103.685528,HQ,HQ
ZKD0,1.987875,103.366151,HQ,HQ
ZKD1,1.528801,103.581455,HQ,HQ
ZKD2,1.654593,103.588989,HQ,HQ
ZKD3,1.841804,102.948941,HQ,HQ
ZKD4,1.491205,103.910866,HQ,HQ
ZKD5,1.492766,103.399494,HQ,HQ
ZKD6,2.049857,102.600698,HQ,HQ
ZKD7,1.656523342,103.5809905,HQ,HQ
ZKD8,1.455502,103.599112,HQ,HQ
ZKD9,1.830325712,103.3083553,HQ,HQ
ZKE0,2.002522021,102.6055937,HQ,HQ
ZKE1,1.806741897,103.768985,HQ,HQ
ZKE2,1.497005,103.669333,HQ,HQ
ZKE3,1.512338,103.703492,HQ,HQ
ZKE4,1.338821,103.459502,HQ,HQ
ZKE5,2.05232,102.573986,HQ,HQ
ZKE6,1.48395,103.90056,HQ,HQ
ZKE7,1.545682,103.362915,HQ,HQ
ZKE8,1.496029,103.818344,HQ,HQ
ZKE9,2.273321,102.526575,HQ,HQ
ZKF0,1.850979,103.075434,HQ,HQ
ZKF1,2.061796,102.59958,HQ,HQ
ZKF2,1.809181,102.957348,HQ,HQ
ZKF3,2.213133,102.651328,HQ,HQ
ZKF4,1.454904,103.935939,HQ,HQ
ZKF5,1.486986,103.914916,HQ,HQ
ZKF6,1.5462551,103.7658167,HQ,HQ
ZKF7,2.051784,103.348455,HQ,HQ
ZKF8,1.489201,103.869287,HQ,HQ
ZKF9,1.509537,103.5097,HQ,HQ
ZKG0,1.417439,103.62209,HQ,HQ
ZKG1,1.62098,103.816766,HQ,HQ
ZKG2,1.4687191,103.62478,HQ,HQ
ZKG3,1.521282,103.946407,HQ,HQ
ZKG4,1.510203,103.722105,HQ,HQ
ZKG5,1.868079,103.121722,HQ,HQ
ZKG6,1.4996,103.745546,HQ,HQ
ZKG7,1.485127,103.889827,HQ,HQ
ZKG8,1.88187,102.782115,HQ,HQ
ZKG9,1.491801,103.842909,HQ,HQ
ZKH0,1.642798,103.603218,HQ,HQ
ZKH1,1.553494,103.674899,HQ,HQ
ZKH3,1.504647644,103.8218925,HQ,HQ
ZKH4,1.584801,103.648836,HQ,HQ
ZKH5,1.930711,102.854214,HQ,HQ
ZKH6,1.5273,103.67951,HQ,HQ
ZKH7,1.501052,103.777786,HQ,HQ
ZKH8,1.612361,103.655419,HQ,HQ
ZKH9,1.3556821,104.2277063,HQ,HQ
ZKI0,1.577089,103.811662,HQ,HQ
ZKI1,1.842707,103.958638,HQ,HQ
ZKI2,1.507686,103.859799,HQ,HQ
ZKI3,1.720805,103.896911,HQ,HQ
ZKI4,1.546863,103.749353,HQ,HQ
ZKI5,1.56148,103.597804,HQ,HQ
ZKI6,1.520268,103.750865,HQ,HQ
ZKI7,1.481495,103.681773,HQ,HQ
ZKI8,1.952768,103.026321,HQ,HQ
ZKI9,1.677763,103.639546,HQ,HQ
ZKJ2,1.530483,103.618888,HQ,HQ
ZKJ3,1.54644,103.714026,HQ,HQ
ZT01,3.03390270000268,101.764441110868,HQ,HQ
ZT03,3.16643435703639,101.692455317572,HQ,HQ
ZT06,3.14593106652119,101.764705499419,HQ,HQ
ZT07,3.12601029857563,101.736350684154,HQ,HQ
ZT08,3.12735122820519,101.724730084821,HQ,HQ
ZT09,3.08975800553126,101.741592202242,HQ,HQ
ZT10,3.09109482309247,101.713700290964,HQ,HQ
ZT11,3.15987068481124,101.700074441277,HQ,HQ
ZT12,3.09360870883817,101.739037504291,HQ,HQ
ZT13,3.15816040315685,101.695770135227,HQ,HQ
ZT15,3.10692143731568,101.624527330245,HQ,HQ
ZT16,3.13452227915231,101.740924197873,HQ,HQ
ZT17,3.15808511878603,101.612798243346,HQ,HQ
ZT18,3.04854417600708,101.447874381376,HQ,HQ
ZT19,3.13496887250228,101.623599111771,HQ,HQ
ZT20,3.09782608662192,101.799823350267,HQ,HQ
ZT21,3.22036385859292,101.69101606984,HQ,HQ
ZT22,3.20285389691168,101.703026088172,HQ,HQ
ZT23,3.13944612717454,101.368685229412,HQ,HQ
ZT24,3.11237196737516,101.715054623524,HQ,HQ
ZT25,3.0619060028453,101.708543588698,HQ,HQ
ZT26,3.15207924833255,101.760012824492,HQ,HQ
ZT27,3.05322735744742,101.668851995816,HQ,HQ
ZT28,3.07614086121787,101.5480165224,HQ,HQ
ZT29,3.12535728340254,101.727588387085,HQ,HQ
ZT30,3.33717413402608,101.580537135811,HQ,HQ
ZT31,3.00811395266107,101.599561030515,HQ,HQ
ZT32,3.19129323263186,101.653333569618,HQ,HQ
ZT33,3.2105132194718,101.615305220335,HQ,HQ
ZT34,3.02328979987165,101.741378814912,HQ,HQ
ZT35,3.09080331617768,101.559812788716,HQ,HQ
ZT36,3.10237015536528,101.685377572873,HQ,HQ
ZT37,3.07155547873042,101.518062588555,HQ,HQ
ZT38,3.08034575029582,101.637452914764,HQ,HQ
ZT39,2.944136332345,101.586039334868,HQ,HQ
ZT40,3.13484766265304,101.722888717305,HQ,HQ
ZT41,3.00639165049481,101.414107287139,HQ,HQ
ZT42,3.20195517012443,101.734357970332,HQ,HQ
ZT43,2.95686545550982,101.552545769547,HQ,HQ
ZT44,3.14567898723364,101.437774697618,HQ,HQ
ZT45,3.12141832866777,101.740055573511,HQ,HQ
ZT46,3.11442202530745,101.52659992824,HQ,HQ
ZT47,2.96183780659937,101.516818395779,HQ,HQ
ZT48,3.23459763184592,101.490340156313,HQ,HQ
ZT49,3.23829710413325,101.660788991306,HQ,HQ
ZT50,3.04532410281541,101.740460837477,HQ,HQ
ZT51,3.00853912149978,101.479256405364,HQ,HQ
ZT52,3.14004196338603,101.708384158253,HQ,HQ
ZT53,3.18685236251799,101.627365512963,HQ,HQ
ZT54,3.15612519412795,101.695108444132,HQ,HQ
ZT55,3.04959221660226,101.671640888237,HQ,HQ
ZT56,3.14645845368897,101.661779805228,HQ,HQ
ZT57,3.02516448374553,101.751001698842,HQ,HQ
ZT58,3.19867900239641,101.713194606498,HQ,HQ
ZT59,3.19260317206854,101.624991461564,HQ,HQ
ZT60,3.19408380108537,101.732146796278,HQ,HQ
ZT61,3.00756222332187,101.667036774868,HQ,HQ
