store_id,has_time_constraint,constraints_json,original_constraint
ZI88,False,[],
ZI89,False,[],
ZI90,False,[],
ZI91,False,[],
ZI92,False,[],
ZI93,False,[],
ZI94,False,[],
ZI95,False,[],
ZI96,False,[],
ZI98,False,[],
ZI99,False,[],
ZJ01,False,[],
ZJ02,False,[],
ZJ03,False,[],
ZJ05,False,[],
ZJ06,False,[],
ZJ07,False,[],
ZJ08,False,[],
ZJ09,True,"[{""type"": ""blackout"", ""day"": ""Daily"", ""start_time"": ""11:00"", ""end_time"": ""14:00"", ""direction"": ""during""}]",No unloading at store: Daily - 11:00am to 2:00pm
ZJ10,False,[],
ZJ11,False,[],
ZJ12,False,[],
ZJ13,False,[],
ZJ16,False,[],
ZJ17,False,[],
ZJ18,False,[],
ZJ19,False,[],
ZJ20,False,[],
ZJ22,False,[],
ZJ23,False,[],
ZJ27,False,[],
ZJ28,False,[],
ZJ29,False,[],
ZJ30,False,[],
ZJ33,False,[],
ZJ34,False,[],
ZJ35,False,[],
ZJ36,False,[],
ZJ37,False,[],
ZJ38,False,[],
ZJ39,False,[],
ZJ3B,False,[],
ZJ41,False,[],
ZJ42,False,[],
ZJ43,False,[],
ZJ44,False,[],
ZJ46,False,[],
ZJ47,False,[],
ZJ48,False,[],
ZJ51,False,[],
ZJ52,False,[],
ZJ55,False,[],
ZJ56,False,[],
ZJ58,False,[],
ZJ59,False,[],
ZJ60,False,[],
ZJ61,False,[],
ZJ63,False,[],
ZJ65,False,[],
ZJ66,False,[],
ZJ67,False,[],
ZJ68,False,[],
ZJ69,False,[],
ZJ70,False,[],
ZJ71,False,[],
ZJ72,False,[],
ZJ73,False,[],
ZJ74,False,[],
ZJ76,False,[],
ZJ77,False,[],
ZJ78,False,[],
ZJ79,True,"[{""type"": ""cutoff"", ""day"": ""Monday"", ""start_time"": null, ""end_time"": ""16:30"", ""cutoff_time"": null, ""direction"": ""after""}, {""type"": ""cutoff"", ""day"": ""Thursday"", ""start_time"": null, ""end_time"": ""16:30"", ""cutoff_time"": null, ""direction"": ""after""}]","No unloading at store: Monday - after 4:30pm, Thursday - after 4:30pm"
ZJ80,False,[],
ZJ81,False,[],
ZJ82,False,[],
ZJ83,False,[],
ZJ84,False,[],
ZJ85,False,[],
ZJ86,False,[],
ZJ87,False,[],
ZJ88,False,[],
ZJ89,False,[],
ZJ90,False,[],
ZJ91,False,[],
ZJ92,False,[],
ZJ93,False,[],
ZJ94,False,[],
ZJ95,True,"[{""type"": ""blackout"", ""day"": ""Daily"", ""start_time"": ""12:00"", ""end_time"": ""14:00"", ""direction"": ""during""}]",No unloading at store: Daily - 12:00pm to 2:00pm
ZJ96,False,[],
ZJ97,False,[],
ZJ99,False,[],
ZK01,False,[],
ZK02,False,[],
ZK03,False,[],
ZK06,False,[],
ZK07,False,[],
ZK08,False,[],
ZK09,False,[],
ZK11,False,[],
ZK12,False,[],
ZK14,False,[],
ZK15,False,[],
ZK16,False,[],
ZK17,False,[],
ZK18,False,[],
ZK19,False,[],
ZK20,False,[],
ZK21,False,[],
ZK22,False,[],
ZK23,False,[],
ZK24,False,[],
ZK25,False,[],
ZK26,False,[],
ZK27,False,[],
ZK28,False,[],
ZK30,False,[],
ZK31,False,[],
ZK32,False,[],
ZK33,False,[],
ZK34,False,[],
ZK35,False,[],
ZK36,False,[],
ZK37,False,[],
ZK38,False,[],
ZK39,False,[],
ZK40,False,[],
ZK41,False,[],
ZK42,False,[],
ZK43,False,[],
ZK44,False,[],
ZK45,False,[],
ZK46,False,[],
ZK47,False,[],
ZK48,False,[],
ZK49,False,[],
ZK50,False,[],
ZK51,False,[],
ZK52,False,[],
ZK53,False,[],
ZK54,False,[],
ZK55,False,[],
ZK57,False,[],
ZK58,False,[],
ZK59,False,[],
ZK60,False,[],
ZK61,False,[],
ZK62,False,[],
ZK65,False,[],
ZK66,False,[],
ZK67,False,[],
ZK68,False,[],
ZK69,False,[],
ZK70,False,[],
ZK71,False,[],
ZK72,False,[],
ZK73,False,[],
ZK74,False,[],
ZK75,False,[],
ZK76,False,[],
ZK77,False,[],
ZK78,False,[],
ZK79,False,[],
ZK80,False,[],
ZK81,False,[],
ZK82,False,[],
ZK83,False,[],
ZK84,False,[],
ZK85,False,[],
ZK86,False,[],
ZK87,False,[],
ZK88,False,[],
ZK89,False,[],
ZK90,False,[],
ZK91,False,[],
ZK92,False,[],
ZK93,False,[],
ZK94,False,[],
ZK95,False,[],
ZK96,False,[],
ZK97,False,[],
ZK98,False,[],
ZK99,False,[],
ZKA1,False,[],
ZKA2,False,[],
ZKA3,False,[],
ZKA4,False,[],
ZKA5,False,[],
ZKA6,False,[],
ZKA7,False,[],
ZKA8,False,[],
ZKA9,False,[],
ZKB0,False,[],
ZKB1,False,[],
ZKB2,False,[],
ZKB3,False,[],
ZKB4,False,[],
ZKB5,False,[],
ZKB6,False,[],
ZKB7,False,[],
ZKB8,False,[],
ZKB9,False,[],
ZKC0,False,[],
ZKC1,False,[],
ZKC2,False,[],
ZKC3,False,[],
ZKC4,False,[],
ZKC5,False,[],
ZKC6,False,[],
ZKC7,False,[],
ZKC8,False,[],
ZKC9,False,[],
ZKD0,False,[],
ZKD1,False,[],
ZKD2,False,[],
ZKD3,False,[],
ZKD4,False,[],
ZKD5,False,[],
ZKD6,False,[],
ZKD7,False,[],
ZKD8,False,[],
ZKD9,False,[],
ZKE0,False,[],
ZKE1,False,[],
ZKE2,False,[],
ZKE3,False,[],
ZKE4,False,[],
ZKE5,False,[],
ZKE6,False,[],
ZKE7,False,[],
ZKE8,False,[],
ZKE9,False,[],
ZKF0,False,[],
ZKF1,False,[],
ZKF2,False,[],
ZKF3,False,[],
ZKF4,False,[],
ZKF5,False,[],
ZKF6,False,[],
ZKF7,False,[],
ZKF8,False,[],
ZKF9,False,[],
ZKG0,False,[],
ZKG1,False,[],
ZKG2,False,[],
ZKG3,False,[],
ZKG4,False,[],
ZKG5,False,[],
ZKG6,False,[],
ZKG7,False,[],
ZKG8,False,[],
ZKG9,False,[],
ZKH0,False,[],
ZKH1,False,[],
ZKH3,False,[],
ZKH4,False,[],
ZKH5,False,[],
ZKH6,False,[],
ZKH7,False,[],
ZKH8,False,[],
ZKH9,False,[],
ZKI0,False,[],
ZKI1,False,[],
ZKI2,False,[],
ZKI3,False,[],
ZKI4,False,[],
ZKI5,False,[],
ZKI6,False,[],
ZKI7,False,[],
ZKI8,False,[],
ZKI9,False,[],
ZKJ2,False,[],
ZKJ3,False,[],
ZL01,False,[],
ZL02,False,[],
ZL03,False,[],
ZL05,False,[],
